,0,1
131,1924070658,"{'y': np.float64(3709773.246691511), 'x': np.float64(369044.7813560554), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.5898811), 'lat': np.float64(33.5195187)}"
132,1556711980,"{'y': np.float64(3709786.0967364777), 'x': np.float64(369121.7596371576), 'street_count': np.int64(3), 'lon': np.float64(133.5907079), 'lat': np.float64(33.519644)}"
133,304552325,"{'y': np.float64(3710453.2423828244), 'x': np.float64(370806.71384017763), 'highway': 'traffic_signals', 'street_count': np.int64(3), 'lon': np.float64(133.6087504), 'lat': np.float64(33.5258647)}"
134,9434052646,"{'y': np.float64(3710456.523953984), 'x': np.float64(370833.2579986764), 'street_count': np.int64(3), 'lon': np.float64(133.6090357), 'lat': np.float64(33.5258975)}"
135,9434052637,"{'y': np.float64(3710461.6125042248), 'x': np.float64(370806.93757819093), 'street_count': np.int64(3), 'lon': np.float64(133.6087516), 'lat': np.float64(33.5259402)}"
136,304552446,"{'y': np.float64(3711246.956704653), 'x': np.float64(371120.5601433842), 'street_count': np.int64(3), 'lon': np.float64(133.6120149), 'lat': np.float64(33.5330595)}"
137,10586149253,"{'y': np.float64(3711239.445963018), 'x': np.float64(371119.9302112452), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.6120092), 'lat': np.float64(33.5329917)}"
138,1078633692,"{'y': np.float64(3711240.3158931467), 'x': np.float64(371185.8662600052), 'street_count': np.int64(3), 'lon': np.float64(133.612719), 'lat': np.float64(33.5330075)}"
139,1924070829,"{'y': np.float64(3710412.8058262123), 'x': np.float64(370555.7330844546), 'street_count': np.int64(3), 'lon': np.float64(133.6060542), 'lat': np.float64(33.5254697)}"
140,1924070853,"{'y': np.float64(3710425.3664877354), 'x': np.float64(370548.64752964117), 'street_count': np.int64(3), 'lon': np.float64(133.6059761), 'lat': np.float64(33.5255821)}"
141,304690635,"{'y': np.float64(3710675.2419400085), 'x': np.float64(371463.4851719004), 'street_count': np.int64(3), 'lon': np.float64(133.6157893), 'lat': np.float64(33.5279457)}"
142,1556516745,"{'y': np.float64(3710677.7107291874), 'x': np.float64(371618.45565975114), 'street_count': np.int64(3), 'lon': np.float64(133.6174574), 'lat': np.float64(33.5279866)}"
143,5981296237,"{'y': np.float64(3710724.622317779), 'x': np.float64(371068.0660649104), 'street_count': np.int64(3), 'lon': np.float64(133.611525), 'lat': np.float64(33.5283433)}"
144,1924070980,"{'y': np.float64(3711027.979770623), 'x': np.float64(370462.6881388106), 'street_count': np.int64(3), 'lon': np.float64(133.6049634), 'lat': np.float64(33.5310054)}"
145,1924070999,"{'y': np.float64(3711036.6097585796), 'x': np.float64(370453.48838898295), 'street_count': np.int64(3), 'lon': np.float64(133.6048631), 'lat': np.float64(33.5310821)}"
146,305378179,"{'y': np.float64(3711051.0484354636), 'x': np.float64(370606.9711375853), 'highway': 'crossing', 'street_count': np.int64(4), 'lon': np.float64(133.6065135), 'lat': np.float64(33.5312309)}"
147,1924071027,"{'y': np.float64(3711056.6347904583), 'x': np.float64(370607.2040985942), 'street_count': np.int64(3), 'lon': np.float64(133.6065152), 'lat': np.float64(33.5312813)}"
148,1078633054,"{'y': np.float64(3711060.9542591344), 'x': np.float64(370776.1076400067), 'street_count': np.int64(3), 'lon': np.float64(133.6083331), 'lat': np.float64(33.5313407)}"
